Title,Cast
White Squall,"Jeff Bridges, Caroline Goodall, John Savage, Scott Wolf"
30 Minutes or Less,"Jesse Eisenberg, Danny McBride, Nick Swardson, Aziz Ansari"
A Mouthful of Air,"Amanda Seyfried, Olivia Katz, Christian Kutz, Finn Wittrock"
Hallam Foe,"Jamie Bell, Ruth Milne, John Paul Lawler, Claire Forlani"
Kinsey,"Liam Neeson, Laura Linney, Chris O'Donnell, Peter Sarsgaard"
F/X,"Bryan Brown, Brian Dennehy, Diane Venora, Cliff De Young"
Party Girl,"Parker Posey, Omar Townsend, The Lady Bunny, Lum Chang Pang"
The Alamo,"Dennis Quaid, Billy Bob Thornton, Emilio Echevarría, Jason Patric"
I Still Believe,"Jon Erwin, K.J. Apa, Britt Robertson, Nathan Parsons, Gary Sinise"
My Name Is Khan,"Shah Rukh Khan, Kajol, Sheetal Menon, Katie Amanda Keane"
Remo Williams: The Adventure Begins,"Fred Ward, Joel Grey, Wilford Brimley, J.A. Preston"
Night of the Living Dead,"Tony Todd, Patricia Tallman, Tom Towles, McKee Anderson"
Gringo,"Joel Edgerton, Charlize Theron, David Oyelowo, Thandiwe Newton"
Bringing Down the House,"Steve Martin, Queen Latifah, Eugene Levy, Joan Plowright"
Fly Away Home,"Jeff Daniels, Anna Paquin, Dana Delany, Terry Kinney"
Ride Along 2,"Ice Cube, Kevin Hart, Tika Sumpter, Benjamin Bratt"
La Vie En Rose,"Marion Cotillard, Sylvie Testud, Pascal Greggory, Emmanuelle Seigner"
Dr. Giggles,"Larry Drake, Holly Marie Combs, Cliff De Young, Glenn Quinn"
Frida,"Pablo Alarson, Jeanne Albanese, Tizoc Arroyo, Yeraldín Balcázar"
Jason Goes to Hell: The Final Friday,"John D. LeMay, Kari Keegan, Kane Hodder, Steven Williams"
Repo Men,"Jude Law, Forest Whitaker, Alice Braga, Liev Schreiber"
Down Periscope,"Kelsey Grammer, Lauren Holly, Rob Schneider, Harry Dean Stanton"
Radioactive,"Rosamund Pike, Yvette Feuer, Mirjam Novak, Ralph Berkin"
The Little Vampire,"Jonathan Lipnicki, Rollo Weeks, Richard E. Grant, Jim Carter"
Throw Momma from the Train,"Danny DeVito, Billy Crystal, Kim Greist, Anne Ramsey"
Act of Valor,"Scott Waugh, Alex Veadov, Roselyn Sanchez, Nestor Serrano, Rorke Denver"
My Bodyguard,"Chris Makepeace, Adam Baldwin, Matt Dillon, Paul Quandt"
Collateral Damage,"Arnold Schwarzenegger, John Leguizamo, Francesca Neri, Elias Koteas"
Fear Street: 1666,"Kiana Madeira, Ashley Zukerman, Gillian Jacobs, Olivia Scott Welch"
Tomcats,"Shannon Elizabeth, Jerry O'Connell, Jake Busey, Horatio Sanz"
Frenzy,"Jon Finch, Barry Foster, Barbara Leigh-Hunt, Anna Massey"
Above Suspicion,"Emilia Clarke, Jack Huston, Sophie Lowe, Johnny Knoxville"
Better Than Chocolate,"Wendy Crewson, Karyn Dwyer, Christina Cox, Ann-Marie MacDonald"
Jodorowsky's Dune,"Alejandro Jodorowsky, Michel Seydoux, H.R. Giger, Chris Foss"
Sky Captain and the World of Tomorrow,"Gwyneth Paltrow, Jude Law, Angelina Jolie, Giovanni Ribisi"
American Woman,"Sienna Miller, Sky Ferreira, Kentucker Audley, Christina Hendricks"
Un prophète,"Tahar Rahim, Niels Arestrup, Adel Bencherif, Reda Kateb"
On the Rocks,"Bill Murray, Rashida Jones, Marlon Wayans, Jessica Henwick"
The Good Girl,"Jennifer Aniston, Jake Gyllenhaal, Deborah Rush, Mike White"
LBJ,"Woody Harrelson, Michael Stahl-David, Richard Jenkins, Jennifer Jason Leigh"
The Proposition,"Ray Winstone, Guy Pearce, Emily Watson, Richard Wilson"
Snow Dogs,"Cuba Gooding Jr., James Coburn, Sisqó, Nichelle Nichols"
While We're Young,"Ben Stiller, Naomi Watts, Adam Driver, Amanda Seyfried"
Cowboy Bebop: Tengoku no tobira,"Mary Elizabeth McGlynn, Tensai Okamura, Hiroyuki Okiura, Yoshiyuki Takei, Beau Billingslea, Melissa Fahn, Nicholas Guest, Kôichi Yamadera"
Rescue Dawn,"Christian Bale, Steve Zahn, Jeremy Davies, Zach Grenier"
Outland,"Sean Connery, Frances Sternhagen, Peter Boyle, James Sikking"
Big Game,"Samuel L. Jackson, Onni Tommila, Ray Stevenson, Victor Garber"
Death Wish II,"Charles Bronson, Jill Ireland, Vincent Gardenia, J.D. Cannon"
The First Time,"Dylan O'Brien, Britt Robertson, Victoria Justice, James Frecheville"
The Secret Life of Bees,"Dakota Fanning, Jennifer Hudson, Queen Latifah, Alicia Keys"
Forsaken,"Esther Purves-Smith, Kiefer Sutherland, Donald Sutherland, Lex Cassar"
6 Days,"Jamie Bell, Mark Strong, Abbie Cornish, Martin Shaw"
Shooting Stars,"Marquis Mookie Cook, Wood Harris, Caleb McLaughlin, Avery Serell Wills Jr."
Ruthless People,"David Zucker, Jerry Zucker, Bette Midler, Danny DeVito, Judge Reinhold, Helen Slater"
Brooklyn's Finest,"Richard Gere, Don Cheadle, Ethan Hawke, Wesley Snipes"
Suspect Zero,"Aaron Eckhart, Ben Kingsley, Carrie-Anne Moss, Harry Lennix"
It's a Wonderful Knife,"Jane Widdop, Joel McHale, Justin Long, Jess McLeod"
Earthquake,"Charlton Heston, Ava Gardner, George Kennedy, Lorne Greene"
The Car,"James Brolin, Kathleen Lloyd, John Marley, R.G. Armstrong"
Umma,"Sandra Oh, Fivel Stewart, Dermot Mulroney, Odeya Rush"
We Are Marshall,"Matthew McConaughey, Matthew Fox, Anthony Mackie, David Strathairn"
Biutiful,"Javier Bardem, Maricel Álvarez, Hanaa Bouchaib, Guillermo Estrella"
Dream Lover,"James Spader, Mädchen Amick, Fredric Lehne, Bess Armstrong"
Like Crazy,"Felicity Jones, Anton Yelchin, Jennifer Lawrence, Charlie Bewley"
Elles,"Juliette Binoche, Anaïs Demoustier, Joanna Kulig, Louis-Do de Lencquesaing"
The Half of It,"Leah Lewis, Daniel Diemer, Alexxis Lemire, Wolfgang Novogratz"
Otherhood,"Angela Bassett, Patricia Arquette, Felicity Huffman, Jake Hoffman"
"Paris, je t'aime","Frédéric Auburtin, Gurinder Chadha, Sylvain Chomet, Ethan Coen, Joel Coen, Isabel Coixet, Wes Craven, Alfonso Cuarón, Gérard Depardieu, Christopher Doyle, Richard LaGravenese, Vincenzo Natali, Alexander Payne, Bruno Podalydès, Walter Salles, Oliver Schmitz, Nobuhiro Suwa, Daniela Thomas, Tom Tykwer, Gus Van Sant, Juliette Binoche, Leonor Watling, Ludivine Sagnier, Fanny Ardant"
The House That Dripped Blood,"John Bryans, John Bennett, Denholm Elliott, Peter Cushing"
Airborne,"Shane McDermott, Seth Green, Brittney Powell, Chris Conrad"
Kokuriko-zaka kara,"Sarah Bolger, Chris Noth, Anton Yelchin, Christina Hendricks"
Gods and Generals,"Stephen Lang, Robert Duvall, Jeff Daniels, Donzaleigh Abernathy"
The Turning,"Mackenzie Davis, Finn Wolfhard, Brooklynn Prince, Barbara Marten"
Presence,"Lucy Liu, Julia Fox, Chris Sullivan, Lucas Papaelias"
Ich bin dein Mensch,"Maren Eggert, Dan Stevens, Sandra Hüller, Hans Löw"
Saul fia,"Géza Röhrig, Levente Molnár, Urs Rechn, Todd Charmont"
The Avengers,"Ralph Fiennes, Uma Thurman, Sean Connery, Patrick Macnee"
Magic in the Moonlight,"Colin Firth, Emma Stone, Marcia Gay Harden, Hamish Linklater"
Find Me Guilty,"Vin Diesel, Peter Dinklage, Ron Silver, Alex Rocco"
The Sessions,"John Hawkes, Helen Hunt, William H. Macy, Moon Bloodgood"
Gone,"Amanda Seyfried, Jennifer Carpenter, Wes Bentley, Daniel Sunjata"
Stuck on You,"Peter Farrelly, Matt Damon, Greg Kinnear, Eva Mendes, Cher"
Women in Trouble,"Carla Gugino, Adrianne Palicki, Connie Britton, Dan Mailley"
"I, Frankenstein","Aaron Eckhart, Bill Nighy, Miranda Otto, Virginie Le Brun"
C'est arrivé près de chez vous,"André Bonzel, Benoît Poelvoorde, Benoît Poelvoorde, Jacqueline Poelvoorde-Pappaert, Nelly Pappaert, Hector Pappaert"
The East,"Brit Marling, Alexander Skarsgård, Elliot Page, Toby Kebbell"
Roxanne,"Steve Martin, Daryl Hannah, Rick Rossovich, Shelley Duvall"
No se aceptan devoluciones,"Eugenio Derbez, Karla Souza, Jessica Lindsey, Loreto Peralta"
The Party,"Timothy Spall, Kristin Scott Thomas, Patricia Clarkson, Bruno Ganz"
Erased,"Aaron Eckhart, Nick Alachiotis, Liana Liberato, Olga Kurylenko"
Nell,"Jodie Foster, Liam Neeson, Natasha Richardson, Richard Libertini"
Six Pack,"Kenny Rogers, Diane Lane, Erin Gray, Barry Corbin"
Newness,"Nicholas Hoult, Laia Costa, Danny Huston, Courtney Eaton"
Hypnotic,"Suzanne Coote, Kate Siegel, Jason O'Mara, Dulé Hill, Lucie Guest"
The Swan Princess,"Jack Palance, Howard McGillin, Michelle Nicastro, Liz Callaway"
The Queen,"Helen Mirren, Michael Sheen, James Cromwell, Alex Jennings"
Laal Singh Chaddha,"Aamir Khan, Ahmad Ibn Umar, Kareena Kapoor, Hafsa Ashraf"
A Bad Moms Christmas,"Scott Moore, Mila Kunis, Kristen Bell, Kathryn Hahn, Jay Hernandez"
A Hard Day's Night,"John Lennon, Paul McCartney, George Harrison, Ringo Starr"
The Independent,"Brian Cox, John Cena, Ann Dowd, Jodie Turner-Smith"
Death at a Funeral,"Chris Rock, Martin Lawrence, Keith David, Loretta Devine"
Reds,"Warren Beatty, Diane Keaton, Edward Herrmann, Jerzy Kosinski"
Let It Snow,"Isabela Merced, Shameik Moore, Odeya Rush, Liv Hewson"
Bis ans Ende der Welt,"William Hurt, Solveig Dommartin, Pietro Falcone, Enzo Turrin"
Maniac Cop,"Tom Atkins, Bruce Campbell, Laurene Landon, Richard Roundtree"
Lorenzo's Oil,"Nick Nolte, Susan Sarandon, Peter Ustinov, Kathleen Wilhoite"
Kal Ho Naa Ho,"Preity G Zinta, Shah Rukh Khan, Saif Ali Khan, Jaya Bachchan"
Ôkami kodomo no Ame to Yuki,"Aoi Miyazaki, Takao Osawa, Haru Kuroki, Yukito Nishii"
Calvary,"Brendan Gleeson, Chris O'Dowd, Kelly Reilly, Aidan Gillen"
3 Ninjas: Knuckle Up,"Victor Wong, Charles Napier, Michael Treanor, Max Elliott Slade"
Wine Country,"Amy Poehler, Rachel Dratch, Ana Gasteyer, Maya Rudolph"
The Master of Disguise,"Dana Carvey, Jennifer Esposito, Harold Gould, James Brolin"
The Ladykillers,"Joel Coen, Tom Hanks, Marlon Wayans, Irma P. Hall, J.K. Simmons"
Communion,"Linda Miller, Mildred Clinton, Paula E. Sheppard, Niles McMaster"
Very Bad Things,"Christian Slater, Daniel Stern, Cameron Diaz, Jon Favreau"
Step Up All In,"Ryan Guzman, Briana Evigan, Adam Sevani, Misha Gabriel Hamilton"
Thunderheart,"Val Kilmer, Sam Shepard, Graham Greene, Fred Ward"
All the Boys Love Mandy Lane,"Amber Heard, Anson Mount, Whitney Able, Michael Welch"
Abominable,"Todd Wilderman, Chloe Bennet, Albert Tsai, Tenzing Norgay Trainor, Joseph Izzo"
Herbie: Fully Loaded,"Lindsay Lohan, Michael Keaton, Cheryl Hines, Breckin Meyer"
Gigli,"Ben Affleck, Jennifer Lopez, Justin Bartha, Terry Camilleri"
Mutiny on the Bounty,"Carol Reed, George Seaton, Marlon Brando, Trevor Howard, Richard Harris, Hugh Griffith"
The Relic,"Penelope Ann Miller, Tom Sizemore, Linda Hunt, James Whitmore"
Swimfan,"Jesse Bradford, Erika Christensen, Shiri Appleby, Kate Burton"
Machine Gun Preacher,"Gerard Butler, Michelle Monaghan, Michael Shannon, Kathy Baker"
Chopping Mall,"Kelli Maroney, Tony O'Dell, Russell Todd, Karrie Emerson"
J. Edgar,"Leonardo DiCaprio, Armie Hammer, Naomi Watts, Josh Hamilton"
Été 85,"Félix Lefebvre, Benjamin Voisin, Philippine Velge, Valeria Bruni Tedeschi"
Pootie Tang,"Chris Rock, Lance Crouther, J.B. Smoove, Jennifer Coolidge"
Broken City,"Mark Wahlberg, Russell Crowe, Catherine Zeta-Jones, Jeffrey Wright"
Un long dimanche de fiançailles,"Audrey Tautou, Gaspard Ulliel, Jodie Foster, Dominique Pinon"
Super Size Me,"Morgan Spurlock, Daryl Isaacs, Chemeeka Walker, Dania Abu-Rmaileh"
Kanojo,"Kiko Mizuhara, Honami Satô, Shinya Niiro, Shunsuke Tanaka"
Summer Catch,"Freddie Prinze Jr., Jessica Biel, Fred Ward, Matthew Lillard"
The Kid,"Bruce Willis, Spencer Breslin, Emily Mortimer, Lily Tomlin"
The King and I,"Yul Brynner, Deborah Kerr, Rita Moreno, Martin Benson"
Something Wild,"Jeff Daniels, Melanie Griffith, George 'Red' Schwartz, Leib Lensky"
Scoop,"Scarlett Johansson, Hugh Jackman, Jim Dunk, Robert Bathurst"
Man on a Ledge,"Sam Worthington, Elizabeth Banks, Jamie Bell, Mandy Gonzalez"
Deuce Bigalow: European Gigolo,"Rob Schneider, Eddie Griffin, Jeroen Krabbé, Til Schweiger"
Persepolis,"Marjane Satrapi, Chiara Mastroianni, Catherine Deneuve, Gena Rowlands, Danielle Darrieux"
Vantage Point,"Dennis Quaid, Forest Whitaker, Matthew Fox, Bruce McGill"
Bastille Day,"Idris Elba, Richard Madden, Charlotte Le Bon, Kelly Reilly"
Wayne's World 2,"Mike Myers, Dana Carvey, Christopher Walken, Tia Carrere"
Can You Keep a Secret?,"Alexandra Daddario, Tyler Hoechlin, Sunita Mani, David Ebert"
The Noel Diary,"Justin Hartley, Barrett Doss, Bonnie Bedelia, James Remar"
Teenage Mutant Ninja Turtles III,"Elias Koteas, Paige Turco, Stuart Wilson, Sab Shimono"
Chevalier,"Kelvin Harrison Jr., Samara Weaving, Lucy Boynton, Ronke Adekoluejo"
"They Shoot Horses, Don't They?","Jane Fonda, Michael Sarrazin, Susannah York, Gig Young"
Satisfaction,"Justine Bateman, Liam Neeson, Trini Alvarado, Scott Coffey"
Foul Play,"Goldie Hawn, Chevy Chase, Burgess Meredith, Rachel Roberts"
The Giant Mechanical Man,"Jenna Fischer, Chris Messina, Topher Grace, Malin Akerman"
892,"John Boyega, Nicole Beharie, Selenis Leyva, Michael Kenneth Williams"
Intruders,"Clive Owen, Carice van Houten, Izán Corchero, Ella Purnell"
Unsane,"Claire Foy, Joshua Leonard, Jay Pharoah, Juno Temple"
Iron Eagle,"Louis Gossett Jr., Jason Gedrick, David Suchet, Tim Thomerson"
Pat Garrett and Billy the Kid,"James Coburn, Kris Kristofferson, Richard Jaeckel, Katy Jurado"
Shortcomings,"Justin H. Min, Sherry Cola, Ally Maki, Tavi Gevinson"
Tigerland,"Colin Farrell, Matthew Davis, Clifton Collins Jr., Tom Guiry"
Sydney,"Philip Baker Hall, John C. Reilly, Gwyneth Paltrow, Samuel L. Jackson"
Hamlet,"Mel Gibson, Glenn Close, Alan Bates, Paul Scofield"
Priceless,"Joel Smallbone, Bianca A. Santos, David Koechner, Jim Parrack"
Ticks,"Rosalind Allen, Ami Dolenz, Seth Green, Virginya Keehne"
Ba wang bie ji,"Leslie Cheung, Fengyi Zhang, Gong Li, You Ge"
The Children's Hour,"Audrey Hepburn, Shirley MacLaine, James Garner, Miriam Hopkins"
Pawn Sacrifice,"Tobey Maguire, Liev Schreiber, Peter Sarsgaard, Michael Stuhlbarg"
The Last Legion,"Colin Firth, Ben Kingsley, Aishwarya Rai Bachchan, Peter Mullan"
P2,"Rachel Nichols, Wes Bentley, Simon Reynolds, Philip Akin"
My Best Friend's Exorcism,"Elsie Fisher, Amiah Miller, Rachel Ogechi Kanu, Cathy Ang"
Koneko monogatari,"Kyôko Koizumi, Dudley Moore, Chatran, Pû"
Biloxi Blues,"Matthew Broderick, Christopher Walken, Matt Mulhern, Corey Parker"
Beginners,"Ewan McGregor, Christopher Plummer, Mélanie Laurent, Goran Visnjic"
Fruitvale Station,"Michael B. Jordan, Melonie Diaz, Octavia Spencer, Kevin Durand"
The Love Bug,"Dean Jones, Michele Lee, David Tomlinson, Buddy Hackett"
Unpregnant,"Haley Lu Richardson, Barbie Ferreira, Giancarlo Esposito, Alex MacNicoll"
Joe Versus the Volcano,"Tom Hanks, Meg Ryan, Lloyd Bridges, Robert Stack"
Eye for an Eye,"Sally Field, Kiefer Sutherland, Ed Harris, Olivia Burnette"
Scrambled,"Leah McKendrick, Ego Nwodim, Andrew Santino, Clancy Brown"
Wildlife,"Ed Oxenbould, Jake Gyllenhaal, Carey Mulligan, Travis W Bruyer"
Beast,"Jessie Buckley, Geraldine James, Oliver Maltman, Trystan Gravelle"
Zoom,"Tim Allen, Courteney Cox, Chevy Chase, Spencer Breslin"
Oxygène,"Mélanie Laurent, Mathieu Amalric, Malik Zidi, Laura Boujenah"
My Friend Dahmer,"Ross Lynch, Alex Wolff, Anne Heche, Vincent Kartheiser"
The Persian Version,"Layla Mohammadi, Niousha Noor, Kamand Shafieisabet, Bijan Daneshmand"
A Good Woman,"Helen Hunt, Scarlett Johansson, Tom Wilkinson, Milena Vukotic"
Extremely Loud & Incredibly Close,"Thomas Horn, Tom Hanks, Sandra Bullock, Max von Sydow"
You Belong to Me,"Casey Affleck, Michelle Monaghan, Sam Claflin, Veronica Ferres"
Windfall,"Jason Segel, Lily Collins, Jesse Plemons, Omar Leyva"
In the Blood,"Gina Carano, Cam Gigandet, Ismael Cruz Cordova, Danny Trejo"
Tales from the Crypt: Demon Knight,"Billy Zane, William Sadler, Jada Pinkett Smith, Brenda Bakke"
Testament of Youth,"Alicia Vikander, Kit Harington, Taron Egerton, Dominic West"
Saving Silverman,"Jason Biggs, Steve Zahn, Jack Black, Amanda Peet"
Analyze That,"Robert De Niro, Billy Crystal, Lisa Kudrow, Joe Viterelli"
The Bay,"Will Rogers, Kristen Connolly, Kether Donohue, Frank Deal"
Diary of a Wimpy Kid: The Long Haul,"Jason Drucker, Alicia Silverstone, Tom Everett Scott, Charlie Wright"
Poetic Justice,"Janet Jackson, Tupac Shakur, Regina King, Joe Torry"
Somewhere in Queens,"Ray Romano, Laurie Metcalf, Jacob Ward, Sadie Stanley"
For Colored Girls,"Janet Jackson, Anika Noni Rose, Whoopi Goldberg, Kimberly Elise"
A Star Is Born,"Judy Garland, James Mason, Jack Carson, Charles Bickford"
The Current War,"Benedict Cumberbatch, Oliver Powell, Sophia Ally, Tuppence Middleton"
Wendell & Wild,"Lyric Ross, Keegan-Michael Key, Jordan Peele, Angela Bassett"
Huo Yuan Jia,"Jet Li, Li Sun, Yong Dong, Yun Qu"
Aporia,"Judy Greer, Edi Gathegi, Payman Maadi, Faithe Herman"
Reversal of Fortune,"Jeremy Irons, Glenn Close, Ron Silver, Annabella Sciorra"
The Baytown Outlaws,"Billy Bob Thornton, Eva Longoria, Thomas Brodie-Sangster, Clayne Crawford"
After the Sunset,"Pierce Brosnan, Salma Hayek, Woody Harrelson, Don Cheadle"
The Lost Husband,"Leslie Bibb, Josh Duhamel, Nora Dunn, Herizen F. Guardiola"
Fifty Shades of Black,"Marlon Wayans, Kali Hawk, Fred Willard, Mike Epps"
Black Sheep,"Oliver Driver, Nathan Meister, Tammy Davis, Matthew Chamberlain"
The Perfect Host,"David Hyde Pierce, Clayne Crawford, Nathaniel Parker, Tyrees Allen"
The Rite,"Colin O'Donoghue, Anthony Hopkins, Ciarán Hinds, Alice Braga"
Sabotage,"Arnold Schwarzenegger, Sam Worthington, Terrence Howard, Olivia Williams"
Exorcist: The Beginning,"Stellan Skarsgård, Izabella Scorupco, James D'Arcy, Remy Sweeney"
El espinazo del diablo,"Marisa Paredes, Eduardo Noriega, Federico Luppi, Fernando Tielve"
Zimna wojna,"Joanna Kulig, Tomasz Kot, Borys Szyc, Agata Kulesza"
Wedding Season,"Pallavi Sharda, Suraj Sharma, Arianna Afsar, Sean Kleier"
Office Christmas Party,"Will Speck, Jason Bateman, Olivia Munn, T.J. Miller, Jennifer Aniston"
To All the Boys: Always and Forever,"Lana Condor, Noah Centineo, Janel Parrish, Anna Cathcart"
Felon,"Stephen Dorff, Marisol Nichols, Vincent Miller, Anne Archer"
Arctic,"Mads Mikkelsen, Maria Thelma Smáradóttir, Tintrinai Thikhasuk"
Star Trek: Insurrection,"Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton"
Frontière(s),"Karina Testa, Aurélien Wiik, Patrick Ligardes, Samuel Le Bihan"
The Sentinel,"Michael Douglas, Kiefer Sutherland, Kim Basinger, Eva Longoria"
Rye Lane,"David Jonsson, Vivian Oparah, Poppy Allen-Quarmby, Charlie Knight"
Valentine,"Denise Richards, David Boreanaz, Marley Shelton, Jessica Capshaw"
The Salt of the Earth,"Wim Wenders, Sebastião Salgado, Wim Wenders, Lélia Wanick Salgado, Juliano Ribeiro Salgado"
What Men Want,"Taraji P. Henson, Kristen Ledlow, Josh Brener, Kellan Lutz"
The Two Jakes,"Jack Nicholson, Harvey Keitel, Meg Tilly, Madeleine Stowe"
I Think We're Alone Now,"Peter Dinklage, Elle Fanning, Charlotte Gainsbourg, Paul Giamatti"
Black Christmas,"Imogen Poots, Aleyse Shannon, Lily Donoghue, Brittany O'Grady"
Diary of a Mad Black Woman,"Kimberly Elise, Steve Harris, Tyler Perry, Cicely Tyson"
American Splendor,"Robert Pulcini, Paul Giamatti, Shari Springer Berman, Harvey Pekar, Chris Ambrose"
The Edge of Love,"Keira Knightley, Sienna Miller, Matthew Rhys, Simon Armstrong"
Chasing Liberty,"Mandy Moore, Matthew Goode, Mark Harmon, Stark Sands"
The Kid,"Jake Schur, Leila George, Chris Pratt, Dane DeHaan"
Tôkyô goddofâzâzu,"Satoshi Kon, Tôru Emori, Yoshiaki Umegaki, Aya Okamoto, Shôzô Îzuka"
Troll,"Michael Moriarty, Shelley Hack, Noah Hathaway, Jenny Beck"
Return to Paradise,"Vince Vaughn, Anne Heche, Joaquin Phoenix, David Conrad"
Unwelcome,"Hannah John-Kamen, Douglas Booth, Colm Meaney, Kristian Nairn"
Landscape with Invisible Hand,"Asante Blackk, Tiffany Haddish, Kylie Rogers, Brooklynn MacKinzie"
Cats & Dogs,"Alec Baldwin, Tobey Maguire, Jeff Goldblum, Elizabeth Perkins"
The Caine Mutiny,"Humphrey Bogart, José Ferrer, Van Johnson, Fred MacMurray"
Ils,"Xavier Palud, Olivia Bonamy, Michaël Cohen, Adriana Mocca, Maria Roman"
Exorcist II: The Heretic,"Rospo Pallenberg, Richard Burton, Linda Blair, Louise Fletcher, Max von Sydow"
King of Thieves,"Michael Caine, Francesca Annis, Olivia Le Andersen, Jim Broadbent"
Two for the Money,"Matthew McConaughey, Al Pacino, Rene Russo, Armand Assante"
Trois couleurs: Blanc,"Zbigniew Zamachowski, Julie Delpy, Janusz Gajos, Jerzy Stuhr"
Hoot,"Logan Lerman, Luke Wilson, Brie Larson, Tim Blake Nelson"
The Hole in the Ground,"Seána Kerslake, James Quinn Markey, Kati Outinen, David Crowley"
The Fly II,"Eric Stoltz, Daphne Zuniga, Lee Richardson, John Getz"
Shut In,"Naomi Watts, Charlie Heaton, Jacob Tremblay, Oliver Platt"
The Good Neighbor,"Inga Alsina, Jonathan Rhys Meyers, Henrijs Arajs, Karlis Arnolds Avots"
The One and Only Ivan,"Sam Rockwell, Bryan Cranston, Phillipa Soo, Chaka Khan"
A Tourist's Guide to Love,"Rachael Leigh Cook, Scott Ly, Ben Feldman, Missi Pyle"
The Human Stain,"Anthony Hopkins, Nicole Kidman, Ed Harris, Gary Sinise"
Halloween H20: 20 Years Later,"Jamie Lee Curtis, Josh Hartnett, Adam Arkin, Michelle Williams"
Amazon Women on the Moon,"Carl Gottlieb, Peter Horton, John Landis, Robert K. Weiss, Rosanna Arquette, Michelle Pfeiffer, Arsenio Hall, Donald F. Muhich"
Doragon Bôru Sûpâ Sûpâ Hîrô,"Masako Nozawa, Aya Hisakawa, Ryô Horikawa, Takeshi Kusao"
The Ultimate Life,"Logan Bartholomew, Peter Fonda, Ali Hillis, Lee Meriwether"
Hellbound: Hellraiser II,"Doug Bradley, Ashley Laurence, Clare Higgins, Kenneth Cranham"
